source country,source sector,source sector group,color,target country,target sector,target sector group,amount,year
Germany,Manufacture of motor vehicles,Manufacture and production,red,USA,Manufacture of motor vehicles,Manufacture and production,2205.67521423,1995
USA,Aluminium production,Manufacture and production,red,Japan,Casting of metals,Manufacture and production,2093.16644304,1995
USA,Aluminium production,Manufacture and production,red,Japan,Manufacture of fabricated metal products,Manufacture and production,2081.53722151,1995
Germany,Plastics,Manufacture and production,red,Netherlands,Manufacture of rubber and plastic products,Manufacture and production,2075.2413598,1995
USA,Chemicals,Manufacture and production,red,United Kingdom,Plastics,Manufacture and production,2063.74562011,1995
Japan,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,RoW Asia and Pacific,Construction,Utilities,2034.25815222,1995
France,Manufacture of motor vehicles,Manufacture and production,red,United Kingdom,Manufacture of motor vehicles,Manufacture and production,2007.23992123,1995
USA,Chemicals,Manufacture and production,red,Germany,Manufacture of machinery,Manufacture and production,2006.20893028,1995
Canada,Manufacture of wood products,Manufacture and production,red,Japan,Construction,Utilities,1962.35173897,1995
USA,Chemicals,Manufacture and production,red,Germany,Manufacture of motor vehicles,Manufacture and production,1949.54382663,1995
RoW Asia and Pacific,Chemicals,Manufacture and production,red,Japan,Chemicals,Manufacture and production,1922.64576188,1995
USA,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,RoW Asia and Pacific,Construction,Utilities,1883.71990318,1995
USA,Processing of food products,Manufacture and production,red,Canada,Processing of food products,Manufacture and production,1738.69705402,1995
Japan,Manufacture of communication equipment,Manufacture and production,red,USA,Manufacture of medical and precision instruments,Manufacture and production,1735.94257074,1995
USA,Chemicals,Manufacture and production,red,RoW Asia and Pacific,Health and social work,Services,1726.39901703,1995
France,Manufacture of motor vehicles,Manufacture and production,red,Germany,Manufacture of motor vehicles,Manufacture and production,1702.75072157,1995
USA,Manufacture of other transport equipment,Manufacture and production,red,RoW America,Manufacture of other transport equipment,Manufacture and production,1700.20525771,1995
USA,Manufacture of other transport equipment,Manufacture and production,red,Ireland,Air transport,Services,1663.46760424,1995
Japan,Manufacture of communication equipment,Manufacture and production,red,USA,Manufacture of office machinery and computers,Manufacture and production,1650.42004005,1995
Spain,Manufacture of fabricated metal products,Manufacture and production,red,RoW Middle East,Construction,Utilities,1633.64258708,1995
Japan,Manufacture of electrical machinery,Manufacture and production,red,RoW Asia and Pacific,Construction,Utilities,1629.53706986,1995
United Kingdom,Manufacture of motor vehicles,Manufacture and production,red,Japan,Manufacture of motor vehicles,Manufacture and production,1628.89547084,1995
Canada,Processing of food products,Manufacture and production,red,USA,Processing of food products,Manufacture and production,1620.57325375,1995
USA,Tanning and dressing of leather,Manufacture and production,red,RoW Asia and Pacific,Chemicals,Manufacture and production,1583.47188824,1995
Japan,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,1531.91098103,1995
Sweden,Manufacture of fabricated metal products,Manufacture and production,red,RoW Africa,Construction,Utilities,1528.98420237,1995
Japan,Manufacture of fish products,Manufacture and production,red,USA,Public administration and defence; social security,Services,1482.17861609,1995
USA,Chemicals,Manufacture and production,red,Germany,Manufacture of rubber and plastic products,Manufacture and production,1480.85586629,1995
Russia,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,USA,Manufacture of fabricated metal products,Manufacture and production,1476.67264981,1995
France,Manufacture of motor vehicles,Manufacture and production,red,Belgium,Manufacture of motor vehicles,Manufacture and production,1457.21403894,1995
United Kingdom,Processing of food products,Manufacture and production,red,Italy,Hotels and restaurants,Utilities,1439.85624613,1995
Belgium,Manufacture of motor vehicles,Manufacture and production,red,Germany,Manufacture of motor vehicles,Manufacture and production,1438.10881789,1995
Mexico,Chemicals,Manufacture and production,red,USA,Chemicals,Manufacture and production,1418.74326665,1995
USA,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,RoW Asia and Pacific,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,1417.95775375,1995
USA,Chemicals,Manufacture and production,red,Germany,Manufacture of textiles,Manufacture and production,1411.16058665,1995
RoW Middle East,Manufacture of communication equipment,Manufacture and production,red,South Korea,Manufacture of communication equipment,Manufacture and production,1410.0090763,1995
South Korea,Manufacture of communication equipment,Manufacture and production,red,USA,Manufacture of communication equipment,Manufacture and production,1368.21944318,1995
RoW America,Copper production,Manufacture and production,red,USA,Copper production,Manufacture and production,1355.54338689,1995
USA,Manufacture of wood products,Manufacture and production,red,France,Construction,Utilities,1343.80365091,1995
Japan,Manufacture of fish products,Manufacture and production,red,USA,Health and social work,Services,1310.53323573,1995
Japan,Manufacture of office machinery and computers,Manufacture and production,red,RoW Asia and Pacific,Chemicals,Manufacture and production,1305.32900681,1995
Russia,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,Taiwan,Construction,Utilities,1264.07206087,1995
RoW Asia and Pacific,Manufacture of machinery,Manufacture and production,red,Japan,Manufacture of machinery,Manufacture and production,1260.75502335,1995
Mexico,Paper,Manufacture and production,red,United Kingdom,Publishing and reproduction of recorded media,Manufacture and production,1240.72112699,1995
Japan,Manufacture of other transport equipment,Manufacture and production,red,USA,Public administration and defence; social security,Services,1235.69200702,1995
Japan,Manufacture of machinery,Manufacture and production,red,Taiwan,Manufacture of machinery,Manufacture and production,1235.47670751,1995
United Kingdom,Manufacture of fabricated metal products,Manufacture and production,red,China,Construction,Utilities,1234.46511537,1995
France,Manufacture of other transport equipment,Manufacture and production,red,USA,Manufacture of other transport equipment,Manufacture and production,1227.32469613,1995
USA,Chemicals,Manufacture and production,red,Germany,Re-processing of secondary plastic,Manufacture and production,1221.07592321,1995
Canada,Manufacture of motor vehicles,Manufacture and production,red,USA,Manufacture of motor vehicles,Manufacture and production,1210.10528374,1995
Sweden,Manufacture of motor vehicles,Manufacture and production,red,RoW America,Manufacture of motor vehicles,Manufacture and production,1200.30483771,1995
USA,Manufacture of other transport equipment,Manufacture and production,red,France,Manufacture of other transport equipment,Manufacture and production,1184.68807372,1995
Russia,Copper production,Manufacture and production,red,United Kingdom,Copper production,Manufacture and production,1162.10372655,1995
USA,Chemicals,Manufacture and production,red,Germany,Other business activities,Services,1158.36443577,1995
Germany,Manufacture of fabricated metal products,Manufacture and production,red,USA,Manufacture of motor vehicles,Manufacture and production,1154.12976905,1995
Russia,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,USA,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,1149.46747042,1995
Turkey,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,RoW Middle East,Construction,Utilities,1137.00557727,1995
Netherlands,Processing of food products,Manufacture and production,red,Germany,Processing of food products,Manufacture and production,1133.05435765,1995
Germany,Manufacture of fabricated metal products,Manufacture and production,red,USA,Construction,Utilities,1130.95493773,1995
Germany,Manufacture of motor vehicles,Manufacture and production,red,Japan,Manufacture of motor vehicles,Manufacture and production,1126.41642182,1995
Japan,Manufacture of communication equipment,Manufacture and production,red,South Korea,Manufacture of communication equipment,Manufacture and production,1114.42154083,1995
United Kingdom,Manufacture of fabricated metal products,Manufacture and production,red,Taiwan,Construction,Utilities,1107.70192626,1995
Japan,Chemicals,Manufacture and production,red,RoW Asia and Pacific,Health and social work,Services,1099.29189694,1995
Russia,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,China,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,1088.69064183,1995
Japan,Manufacture of communication equipment,Manufacture and production,red,USA,Public administration and defence; social security,Services,1082.03165106,1995
Indonesia,Manufacture of wood products,Manufacture and production,red,Japan,Construction,Utilities,1063.6293646,1995
United Kingdom,Manufacture of other transport equipment,Manufacture and production,red,Belgium,Manufacture of other transport equipment,Manufacture and production,1049.15955513,1995
Netherlands,Manufacture of machinery,Manufacture and production,red,Germany,Manufacture of machinery,Manufacture and production,1019.38944766,1995
Italy,Manufacture of motor vehicles,Manufacture and production,red,France,Manufacture of motor vehicles,Manufacture and production,1005.45452401,1995
Canada,Aluminium production,Manufacture and production,red,USA,Aluminium production,Manufacture and production,1005.26931047,1995
USA,Manufacture of wood products,Manufacture and production,red,RoW Middle East,Construction,Utilities,1004.72705598,1995
Japan,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,Taiwan,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,994.93010011,1995
Russia,Manufacture of machinery,Manufacture and production,red,Taiwan,Manufacture of machinery,Manufacture and production,971.258522518,1995
USA,Manufacture of other transport equipment,Manufacture and production,red,RoW America,Public administration and defence; social security,Services,955.581510837,1995
USA,Processing of food products,Manufacture and production,red,Japan,Processing of food products,Manufacture and production,954.936524103,1995
USA,Chemicals,Manufacture and production,red,Germany,Manufacture of fabricated metal products,Manufacture and production,954.123462324,1995
France,Chemicals,Manufacture and production,red,USA,Chemicals,Manufacture and production,946.029434762,1995
Russia,"Manufacture of basic iron, steel and ferro-alloys",Manufacture and production,red,Taiwan,Manufacture of machinery,Manufacture and production,933.543142122,1995
Mexico,Chemicals,Manufacture and production,red,USA,Health and social work,Services,913.935901003,1995
Canada,Manufacture of rubber and plastic products,Manufacture and production,red,USA,Manufacture of motor vehicles,Manufacture and production,905.258237578,1995
Sweden,Manufacture of electrical machinery,Manufacture and production,red,RoW Africa,Construction,Utilities,904.870759965,1995
